1.35E+02
8.89E+02
1.64E+03
2.38E+03
3.13E+03
3.87E+03
4.61E+03
5.32E+03
6.02E+03
6.74E+03
7.43E+03
8.11E+03
8.80E+03
9.48E+03
1.02E+04
1.08E+04
1.15E+04
1.22E+04
1.29E+04
1.36E+04
