3.95E+02
1.07E+03
1.78E+03
2.48E+03
3.17E+03
3.87E+03
4.56E+03
5.26E+03
5.95E+03
6.65E+03
7.36E+03
8.05E+03
8.75E+03
9.45E+03
1.01E+04
1.09E+04
1.16E+04
1.22E+04
1.29E+04
1.36E+04
